"Customer ID","Tenure (months)","Contract","Risk Level","Churn Probability","Recommendation"
"CUST00332","34","One year","Low","0.09457742376917609","Regular satisfaction survey"
"CUST00333","47","One year","Low","0.36802874521139894","Regular satisfaction survey"
"CUST00334","55","One year","Low","0.17573232451809837","Regular satisfaction survey"
"CUST00335","48","One year","Low","0.1411793133816192","Regular satisfaction survey"
"CUST00336","12","Two year","Low","0.12177859840010949","Regular satisfaction survey"
"CUST00337","60","Month-to-month","Medium","0.5149290190242737","Targeted loyalty offer"
"CUST00338","48","Month-to-month","Medium","0.4321828393464985","Targeted loyalty offer"
"CUST00339","45","Month-to-month","Medium","0.4014260604180335","Targeted loyalty offer"
"CUST00340","61","Month-to-month","Low","0.2338969928072355","Regular satisfaction survey"
"CUST00341","7","Month-to-month","Low","0.2392278915987193","Regular satisfaction survey"
"CUST00342","42","Two year","Low","0.15224586746095095","Regular satisfaction survey"
"CUST00343","19","Month-to-month","Low","0.2856251659111016","Regular satisfaction survey"
"CUST00344","38","Two year","Low","0.3001449381533094","Regular satisfaction survey"
"CUST00345","48","Two year","Low","0.027114065691054727","Regular satisfaction survey"
"CUST00346","63","Month-to-month","Low","0.10599259666312594","Regular satisfaction survey"
"CUST00347","61","Month-to-month","Low","0.06575108148134003","Regular satisfaction survey"
"CUST00348","53","Month-to-month","Medium","0.4074753597186249","Targeted loyalty offer"
"CUST00349","8","One year","Medium","0.4891490709524355","Targeted loyalty offer"
"CUST00350","36","Two year","Low","0.20177449329962371","Regular satisfaction survey"
"CUST00351","48","Month-to-month","Low","0.22925103994153911","Regular satisfaction survey"
"CUST00352","40","One year","Low","0.039045320977275755","Regular satisfaction survey"
"CUST00353","16","Two year","Low","0.05828333885931076","Regular satisfaction survey"
"CUST00354","20","One year","Low","0.08840594848136747","Regular satisfaction survey"
"CUST00355","50","One year","Low","0.09797112067426184","Regular satisfaction survey"
"CUST00356","58","Month-to-month","Low","0.08867973957721405","Regular satisfaction survey"
"CUST00357","38","Two year","Low","0.18740205203383928","Regular satisfaction survey"
"CUST00358","54","One year","Low","0.2340114796449972","Regular satisfaction survey"
"CUST00359","40","Two year","Low","0.024219145546530565","Regular satisfaction survey"
"CUST00360","38","Month-to-month","Medium","0.5966695049321324","Targeted loyalty offer"
"CUST00361","12","Two year","Low","0.21542077146920374","Regular satisfaction survey"
"CUST00362","63","One year","Low","0.09530152641984475","Regular satisfaction survey"
"CUST00363","10","One year","Low","0.2652978784793236","Regular satisfaction survey"
"CUST00364","18","Two year","Low","0.28640982080386085","Regular satisfaction survey"
"CUST00365","10","One year","Medium","0.6903829806392172","Targeted loyalty offer"
"CUST00366","45","One year","Low","0.34796141569693445","Regular satisfaction survey"
"CUST00367","44","One year","Low","0.08620469020084917","Regular satisfaction survey"
"CUST00368","0","Month-to-month","High","0.7985065069344005","Offer 1-year contract with 15% discount"
"CUST00369","39","Month-to-month","Medium","0.45490459705838104","Targeted loyalty offer"
"CUST00370","18","One year","Low","0.36978791926879934","Regular satisfaction survey"
"CUST00371","71","Two year","Low","0.06378106539808073","Regular satisfaction survey"
"CUST00372","71","Month-to-month","Low","0.230282967730282","Regular satisfaction survey"
"CUST00373","60","Two year","Low","0.010622855413793143","Regular satisfaction survey"
"CUST00374","11","One year","Low","0.20137402777741475","Regular satisfaction survey"
"CUST00375","60","One year","Low","0.09763443079312133","Regular satisfaction survey"
"CUST00376","32","Two year","Low","0.24164128185103875","Regular satisfaction survey"
"CUST00377","44","Month-to-month","Low","0.17812846732880067","Regular satisfaction survey"
"CUST00378","68","Two year","Low","0.1579035528833511","Regular satisfaction survey"
"CUST00379","7","Two year","Medium","0.4760657487141343","Targeted loyalty offer"
"CUST00380","24","One year","Low","0.16315606459349097","Regular satisfaction survey"
"CUST00381","45","Month-to-month","Medium","0.44023088783356307","Targeted loyalty offer"
"CUST00382","29","Two year","Low","0.15194925861277897","Regular satisfaction survey"
"CUST00383","46","Month-to-month","Low","0.3110676611933714","Regular satisfaction survey"
"CUST00384","48","One year","Low","0.14429995717107572","Regular satisfaction survey"
"CUST00385","46","Month-to-month","Medium","0.6478009052900239","Targeted loyalty offer"
"CUST00386","17","One year","Low","0.1465893319490085","Regular satisfaction survey"
"CUST00387","65","Month-to-month","Low","0.07029728589491345","Regular satisfaction survey"
"CUST00388","67","Two year","Low","0.14133761590788835","Regular satisfaction survey"
"CUST00389","32","One year","Low","0.10984532628017897","Regular satisfaction survey"
"CUST00390","35","Two year","Low","0.35022873044348063","Regular satisfaction survey"
"CUST00391","18","One year","Low","0.1792852726154948","Regular satisfaction survey"
"CUST00392","27","Month-to-month","Medium","0.6631031040317834","Targeted loyalty offer"
"CUST00393","39","Month-to-month","Low","0.29671160874131103","Regular satisfaction survey"
"CUST00394","14","One year","Medium","0.49708474778362427","Targeted loyalty offer"
"CUST00395","40","One year","Low","0.09458092638441783","Regular satisfaction survey"
"CUST00396","38","One year","Low","0.31754947151706636","Regular satisfaction survey"
"CUST00397","1","Month-to-month","High","0.7986790637215129","Offer 1-year contract with 15% discount"
"CUST00398","62","One year","Low","0.3641304866699207","Regular satisfaction survey"
"CUST00399","28","One year","Medium","0.6034794434210149","Targeted loyalty offer"
"CUST00400","65","Two year","Low","0.033326117578661836","Regular satisfaction survey"
"CUST00401","50","One year","Low","0.06664384682548573","Regular satisfaction survey"
"CUST00402","9","Two year","Low","0.34081596441866996","Regular satisfaction survey"
"CUST00403","13","Two year","Medium","0.4367086025309463","Targeted loyalty offer"
"CUST00404","50","Two year","Low","0.06136964969180197","Regular satisfaction survey"
"CUST00405","38","Month-to-month","Low","0.1338127825320833","Regular satisfaction survey"
"CUST00406","27","Two year","Low","0.20664408570226","Regular satisfaction survey"
"CUST00407","2","One year","Medium","0.4280448751572305","Targeted loyalty offer"
"CUST00408","69","Month-to-month","Low","0.03800585343524346","Regular satisfaction survey"
"CUST00409","26","Month-to-month","Medium","0.5699768676809576","Targeted loyalty offer"
"CUST00410","1","Month-to-month","High","0.7551749892768118","Offer 1-year contract with 15% discount"
"CUST00411","37","Month-to-month","Low","0.11335422499484399","Regular satisfaction survey"
"CUST00412","2","Month-to-month","High","0.7365705431712405","Offer 1-year contract with 15% discount"
"CUST00413","15","Month-to-month","Low","0.3275779459737734","Regular satisfaction survey"
"CUST00414","39","Month-to-month","Low","0.39425201844303664","Regular satisfaction survey"
"CUST00415","1","Two year","Medium","0.4058261505256349","Targeted loyalty offer"
"CUST00416","40","One year","Medium","0.4210426326140942","Targeted loyalty offer"
"CUST00417","11","One year","Low","0.16446436427766617","Regular satisfaction survey"
"CUST00418","34","Two year","Low","0.07352352155539267","Regular satisfaction survey"
"CUST00419","64","Two year","Low","0.027901744208710902","Regular satisfaction survey"
"CUST00420","54","Month-to-month","Low","0.33180075361647327","Regular satisfaction survey"
"CUST00421","44","Month-to-month","Medium","0.47424943230674393","Targeted loyalty offer"
"CUST00422","61","Two year","Low","0.12605261333790957","Regular satisfaction survey"
"CUST00423","48","Month-to-month","Medium","0.4139562760995488","Targeted loyalty offer"
"CUST00424","24","One year","Low","0.20744088336360997","Regular satisfaction survey"
"CUST00425","22","One year","Low","0.10068175185001395","Regular satisfaction survey"
"CUST00426","23","Month-to-month","Low","0.1311607743435363","Regular satisfaction survey"
"CUST00427","37","Month-to-month","Medium","0.6293914761843238","Targeted loyalty offer"
"CUST00428","27","Month-to-month","Low","0.24238472704026431","Regular satisfaction survey"
"CUST00429","20","One year","Low","0.2269738326082581","Regular satisfaction survey"
"CUST00430","53","Month-to-month","Medium","0.41317289090442505","Targeted loyalty offer"
"CUST00431","17","Two year","Low","0.10937754230638566","Regular satisfaction survey"
"CUST00432","35","Month-to-month","Medium","0.5159507231535406","Targeted loyalty offer"
"CUST00433","44","Two year","Low","0.062117002107282826","Regular satisfaction survey"
"CUST00434","52","Month-to-month","Medium","0.5286934258216198","Targeted loyalty offer"
"CUST00435","29","Month-to-month","Medium","0.526966710341886","Targeted loyalty offer"
"CUST00436","59","One year","Low","0.049113151050474396","Regular satisfaction survey"
"CUST00437","31","Two year","Low","0.18103280606561195","Regular satisfaction survey"
"CUST00438","66","Two year","Low","0.0847866744286097","Regular satisfaction survey"
"CUST00439","66","Two year","Low","0.02539465441592448","Regular satisfaction survey"
"CUST00440","27","One year","Low","0.06674129822476693","Regular satisfaction survey"
"CUST00441","43","Two year","Low","0.0771201186957274","Regular satisfaction survey"
"CUST00442","40","One year","Low","0.18089468353820432","Regular satisfaction survey"
"CUST00443","62","Month-to-month","Low","0.06817351669443626","Regular satisfaction survey"
"CUST00444","22","Month-to-month","Low","0.3282837690430005","Regular satisfaction survey"
"CUST00445","47","Two year","Low","0.028638969153469862","Regular satisfaction survey"
"CUST00446","31","Month-to-month","Medium","0.6941436128011224","Targeted loyalty offer"
"CUST00447","56","Month-to-month","Low","0.059772228420285387","Regular satisfaction survey"
"CUST00448","32","Two year","Low","0.02820641995515797","Regular satisfaction survey"
"CUST00449","23","Month-to-month","Low","0.21299862863036964","Regular satisfaction survey"
"CUST00450","38","Two year","Low","0.14242331168350084","Regular satisfaction survey"
"CUST00451","33","Two year","Low","0.12967386494619534","Regular satisfaction survey"
"CUST00452","55","Month-to-month","Low","0.3811895010789064","Regular satisfaction survey"
"CUST00453","27","Month-to-month","Low","0.3968006560430328","Regular satisfaction survey"
"CUST00454","36","Month-to-month","Medium","0.6582599773848248","Targeted loyalty offer"
"CUST00455","6","Month-to-month","Medium","0.4792771088033808","Targeted loyalty offer"
"CUST00456","67","Month-to-month","Low","0.05073907658124315","Regular satisfaction survey"
"CUST00457","36","One year","Low","0.0983968687012904","Regular satisfaction survey"
"CUST00458","55","Month-to-month","Medium","0.5385023463734836","Targeted loyalty offer"
"CUST00459","64","One year","Low","0.13117738321705047","Regular satisfaction survey"
"CUST00460","64","Two year","Low","0.029291689988072352","Regular satisfaction survey"
"CUST00461","46","Month-to-month","Medium","0.4996443707072142","Targeted loyalty offer"
"CUST00462","19","Month-to-month","Low","0.19793300176592213","Regular satisfaction survey"
"CUST00463","18","Month-to-month","Low","0.2616740390584465","Regular satisfaction survey"
"CUST00464","28","Two year","Low","0.3627036940730601","Regular satisfaction survey"
"CUST00465","59","One year","Low","0.03139512955931867","Regular satisfaction survey"
"CUST00466","17","One year","Low","0.13478678648561526","Regular satisfaction survey"
"CUST00467","34","Month-to-month","Medium","0.40394685195520363","Targeted loyalty offer"
"CUST00468","42","Month-to-month","Low","0.09514006296710333","Regular satisfaction survey"
"CUST00469","10","Month-to-month","Low","0.1917688530309305","Regular satisfaction survey"
"CUST00470","48","Month-to-month","Low","0.17313976911813955","Regular satisfaction survey"
"CUST00471","37","Two year","Low","0.029568012345156713","Regular satisfaction survey"
"CUST00472","63","Month-to-month","Medium","0.5620082933322148","Targeted loyalty offer"
"CUST00473","68","Two year","Low","0.04091866826093327","Regular satisfaction survey"
"CUST00474","7","Month-to-month","Low","0.35501955474438235","Regular satisfaction survey"
"CUST00475","33","One year","Low","0.05378778147066244","Regular satisfaction survey"
"CUST00476","47","One year","Medium","0.43362923984897894","Targeted loyalty offer"
"CUST00477","55","Month-to-month","Low","0.08545704084489952","Regular satisfaction survey"
"CUST00478","64","Month-to-month","Medium","0.42855547912143666","Targeted loyalty offer"
"CUST00479","30","Two year","Low","0.1822289416161406","Regular satisfaction survey"
"CUST00480","3","Month-to-month","Medium","0.6273546220274913","Targeted loyalty offer"
"CUST00481","49","Month-to-month","Low","0.12631330306658822","Regular satisfaction survey"
"CUST00482","68","Month-to-month","Low","0.06645941133739405","Regular satisfaction survey"
"CUST00483","29","One year","Low","0.156612516858374","Regular satisfaction survey"
"CUST00484","58","Two year","Low","0.19221555694375086","Regular satisfaction survey"
"CUST00485","66","One year","Low","0.020118781488273486","Regular satisfaction survey"
"CUST00486","44","Two year","Low","0.03520131884009892","Regular satisfaction survey"
"CUST00487","3","One year","Medium","0.5650930759923449","Targeted loyalty offer"
"CUST00488","25","Month-to-month","Low","0.08349439057299746","Regular satisfaction survey"
"CUST00489","26","One year","Low","0.24975446225786488","Regular satisfaction survey"
"CUST00490","45","One year","Low","0.039477059304476377","Regular satisfaction survey"
"CUST00491","63","Two year","Low","0.05253668542313123","Regular satisfaction survey"
"CUST00492","50","Two year","Low","0.03840522957752022","Regular satisfaction survey"
"CUST00493","49","One year","Low","0.21558200562200255","Regular satisfaction survey"
"CUST00494","5","Two year","Medium","0.5187502304388704","Targeted loyalty offer"
"CUST00495","58","Two year","Low","0.028250933007055196","Regular satisfaction survey"
"CUST00496","14","Two year","Low","0.3159091692504194","Regular satisfaction survey"
"CUST00497","29","Two year","Low","0.10999647931493357","Regular satisfaction survey"
"CUST00498","41","Two year","Low","0.11415975544864793","Regular satisfaction survey"
"CUST00499","36","One year","Low","0.0712753381218357","Regular satisfaction survey"
"CUST00500","41","Two year","Low","0.017722912323958524","Regular satisfaction survey"
"CUST00501","34","Month-to-month","Medium","0.6264620512463654","Targeted loyalty offer"
"CUST00502","5","One year","Medium","0.5737424540847509","Targeted loyalty offer"
"CUST00503","67","One year","Low","0.08281438809485353","Regular satisfaction survey"
"CUST00504","17","One year","Medium","0.510607899681048","Targeted loyalty offer"
"CUST00505","28","Two year","Low","0.0817592747447087","Regular satisfaction survey"
"CUST00506","58","Month-to-month","Low","0.39807352609636054","Regular satisfaction survey"
"CUST00507","46","Two year","Low","0.12192971354882327","Regular satisfaction survey"
"CUST00508","16","One year","Low","0.35703214201968414","Regular satisfaction survey"
"CUST00509","21","One year","Low","0.07844607508959436","Regular satisfaction survey"
"CUST00510","67","One year","Low","0.20991906258894566","Regular satisfaction survey"
"CUST00511","68","One year","Low","0.06014026577509639","Regular satisfaction survey"
"CUST00512","36","Two year","Low","0.08596958448754777","Regular satisfaction survey"
"CUST00513","48","Month-to-month","Medium","0.6202785161675556","Targeted loyalty offer"
"CUST00514","12","Month-to-month","Medium","0.5636412185134654","Targeted loyalty offer"
"CUST00515","33","One year","Low","0.1498632518892573","Regular satisfaction survey"
"CUST00516","52","Month-to-month","Medium","0.5371129085492065","Targeted loyalty offer"
"CUST00517","50","One year","Low","0.2093110965625113","Regular satisfaction survey"
"CUST00518","2","One year","Medium","0.6485390802299817","Targeted loyalty offer"
"CUST00519","41","Month-to-month","Low","0.1955394465678074","Regular satisfaction survey"
"CUST00520","31","One year","Low","0.19506754708734012","Regular satisfaction survey"
"CUST00521","50","Month-to-month","Low","0.06947913387740995","Regular satisfaction survey"
"CUST00522","45","One year","Low","0.10669936799682474","Regular satisfaction survey"
"CUST00523","20","Month-to-month","High","0.8374126721597052","Offer 1-year contract with 15% discount"
"CUST00524","43","One year","Low","0.12082077233157429","Regular satisfaction survey"
"CUST00525","10","Month-to-month","Medium","0.42694615754572096","Targeted loyalty offer"
"CUST00526","67","One year","Low","0.04431612129237144","Regular satisfaction survey"
"CUST00527","0","One year","Medium","0.6481490471366802","Targeted loyalty offer"
"CUST00528","62","One year","Low","0.3821065608846862","Regular satisfaction survey"
"CUST00529","23","Month-to-month","High","0.7452263429098658","Offer 1-year contract with 15% discount"
"CUST00530","12","Two year","Low","0.20463213529123103","Regular satisfaction survey"
"CUST00531","10","One year","Low","0.17007172777156856","Regular satisfaction survey"
"CUST00532","50","One year","Low","0.2629333613208442","Regular satisfaction survey"
"CUST00533","16","Month-to-month","Medium","0.6112097072985415","Targeted loyalty offer"
"CUST00534","23","One year","Low","0.07129458884292339","Regular satisfaction survey"
"CUST00535","18","One year","Low","0.155294806732779","Regular satisfaction survey"
"CUST00536","36","One year","Low","0.15066350883125376","Regular satisfaction survey"
"CUST00537","7","One year","Low","0.12742059321040444","Regular satisfaction survey"
"CUST00538","27","Two year","Low","0.06523322715126048","Regular satisfaction survey"
"CUST00539","4","Two year","Low","0.03920232823608862","Regular satisfaction survey"
"CUST00540","16","One year","Low","0.2956948904245945","Regular satisfaction survey"
"CUST00541","35","One year","Low","0.30397519324836536","Regular satisfaction survey"
"CUST00542","18","One year","Low","0.3946056722352734","Regular satisfaction survey"
"CUST00543","63","Two year","Low","0.1451927244627039","Regular satisfaction survey"
"CUST00544","10","Two year","Medium","0.5035643634024282","Targeted loyalty offer"
"CUST00545","53","Month-to-month","Low","0.09222025232330675","Regular satisfaction survey"
"CUST00546","44","Month-to-month","Medium","0.4288716649730184","Targeted loyalty offer"
"CUST00547","46","One year","Low","0.290625543483739","Regular satisfaction survey"
"CUST00548","11","One year","Low","0.06361864057192651","Regular satisfaction survey"
"CUST00549","20","Two year","Medium","0.41300475487529104","Targeted loyalty offer"
"CUST00550","10","One year","Low","0.2599501403332524","Regular satisfaction survey"
"CUST00551","4","One year","Low","0.3216179857845194","Regular satisfaction survey"
"CUST00552","55","Two year","Low","0.12174421398088363","Regular satisfaction survey"
"CUST00553","19","Two year","Low","0.16846738185217455","Regular satisfaction survey"
"CUST00554","40","Two year","Low","0.17329753146627427","Regular satisfaction survey"
"CUST00555","45","Two year","Low","0.33910034417275287","Regular satisfaction survey"
"CUST00556","11","Month-to-month","Low","0.273110448293067","Regular satisfaction survey"
"CUST00557","69","Two year","Low","0.10286605316013138","Regular satisfaction survey"
"CUST00558","16","Two year","Low","0.30033662036471415","Regular satisfaction survey"
"CUST00559","18","One year","Medium","0.6286627993209501","Targeted loyalty offer"
"CUST00560","25","One year","Low","0.18821180609829524","Regular satisfaction survey"
"CUST00561","47","One year","Low","0.12616558151159885","Regular satisfaction survey"
"CUST00562","51","Month-to-month","Medium","0.44981426276641595","Targeted loyalty offer"
"CUST00563","69","Two year","Low","0.02572999586459612","Regular satisfaction survey"
"CUST00564","54","Two year","Low","0.028824614581816108","Regular satisfaction survey"
"CUST00565","32","Month-to-month","Low","0.16347242845367346","Regular satisfaction survey"
"CUST00566","61","Two year","Low","0.09317130514166239","Regular satisfaction survey"
"CUST00567","22","One year","Medium","0.5207078351194322","Targeted loyalty offer"
"CUST00568","14","Month-to-month","Low","0.2728265505247282","Regular satisfaction survey"
"CUST00569","26","Two year","Low","0.1458471353263582","Regular satisfaction survey"
"CUST00570","63","Month-to-month","Low","0.04035235274661189","Regular satisfaction survey"
"CUST00571","50","Month-to-month","Low","0.1670397830137208","Regular satisfaction survey"
"CUST00572","52","Two year","Low","0.05526232959948931","Regular satisfaction survey"
"CUST00573","50","One year","Low","0.03400735033259592","Regular satisfaction survey"
"CUST00574","46","Two year","Low","0.025838418095752446","Regular satisfaction survey"
"CUST00575","3","Two year","Low","0.11994236346034905","Regular satisfaction survey"
"CUST00576","6","One year","Medium","0.5979607297903481","Targeted loyalty offer"
"CUST00577","34","Two year","Medium","0.4550773511021888","Targeted loyalty offer"
"CUST00578","47","Two year","Low","0.0995319573491099","Regular satisfaction survey"
"CUST00579","71","Two year","Low","0.036705857286867725","Regular satisfaction survey"
"CUST00580","44","Month-to-month","Low","0.319921875001912","Regular satisfaction survey"
"CUST00581","71","Month-to-month","Low","0.20764879546852988","Regular satisfaction survey"
"CUST00582","18","Month-to-month","Medium","0.5662221880769507","Targeted loyalty offer"
"CUST00583","62","Two year","Low","0.03408023485421085","Regular satisfaction survey"
"CUST00584","37","One year","Low","0.04899594532472426","Regular satisfaction survey"
"CUST00585","66","Month-to-month","Low","0.045380332577764186","Regular satisfaction survey"
"CUST00586","58","One year","Low","0.1683902394306129","Regular satisfaction survey"
"CUST00587","68","Two year","Low","0.020394009552163517","Regular satisfaction survey"
"CUST00588","12","Month-to-month","High","0.784048718595385","Offer 1-year contract with 15% discount"
"CUST00589","46","Two year","Low","0.02607593049176562","Regular satisfaction survey"
"CUST00590","60","One year","Low","0.29927963622054465","Regular satisfaction survey"
"CUST00591","30","Month-to-month","Low","0.14076721648131507","Regular satisfaction survey"
"CUST00592","21","Month-to-month","Low","0.1234187672336221","Regular satisfaction survey"
"CUST00593","42","Month-to-month","Medium","0.4031557014829275","Targeted loyalty offer"
"CUST00594","66","Month-to-month","Low","0.042103674493919385","Regular satisfaction survey"
"CUST00595","53","One year","Low","0.08036884095278957","Regular satisfaction survey"
"CUST00596","9","Month-to-month","Medium","0.6680409402878625","Targeted loyalty offer"
"CUST00597","41","Two year","Low","0.1910988657734648","Regular satisfaction survey"
"CUST00598","63","Month-to-month","Low","0.20428724873333579","Regular satisfaction survey"
"CUST00599","20","One year","Low","0.28113305897126206","Regular satisfaction survey"
"CUST00600","65","Month-to-month","Medium","0.5635325780395533","Targeted loyalty offer"
"CUST00601","40","One year","Low","0.10767795233541409","Regular satisfaction survey"
"CUST00602","23","One year","Low","0.36871800316706327","Regular satisfaction survey"
"CUST00603","34","Two year","Low","0.03932467410345149","Regular satisfaction survey"
"CUST00604","55","Month-to-month","Low","0.08045037890346181","Regular satisfaction survey"
"CUST00605","29","Month-to-month","Medium","0.5445195997928347","Targeted loyalty offer"
"CUST00606","56","Month-to-month","Low","0.22160385023666834","Regular satisfaction survey"
"CUST00607","46","Two year","Low","0.22040492953058327","Regular satisfaction survey"
"CUST00608","34","Two year","Low","0.04001343723484513","Regular satisfaction survey"
"CUST00609","18","One year","Low","0.36495255211863953","Regular satisfaction survey"
"CUST00610","7","One year","Medium","0.5331526859099758","Targeted loyalty offer"
"CUST00611","25","One year","Low","0.1415029416271971","Regular satisfaction survey"
"CUST00612","70","Two year","Low","0.05227356795477008","Regular satisfaction survey"
"CUST00613","29","Two year","Low","0.24947528344252407","Regular satisfaction survey"
"CUST00614","6","Two year","Low","0.09326305630648277","Regular satisfaction survey"
"CUST00615","66","One year","Low","0.030261953901338234","Regular satisfaction survey"
"CUST00616","64","Two year","Low","0.10536572497075615","Regular satisfaction survey"
"CUST00617","35","One year","Low","0.2370408694249585","Regular satisfaction survey"
"CUST00618","24","One year","Low","0.35341549369960806","Regular satisfaction survey"
"CUST00619","36","Month-to-month","Low","0.23551197448771577","Regular satisfaction survey"
"CUST00620","0","Month-to-month","Medium","0.614401601408129","Targeted loyalty offer"
"CUST00621","14","Month-to-month","Medium","0.5668751559562976","Targeted loyalty offer"
"CUST00622","36","One year","Low","0.270612173144186","Regular satisfaction survey"
"CUST00623","12","Month-to-month","Medium","0.667279792937298","Targeted loyalty offer"
"CUST00624","7","Month-to-month","Low","0.39533922476501865","Regular satisfaction survey"
"CUST00625","4","Month-to-month","Low","0.32692288907396233","Regular satisfaction survey"
"CUST00626","59","Two year","Low","0.014560160314949186","Regular satisfaction survey"
"CUST00627","0","One year","Low","0.15742550471424008","Regular satisfaction survey"
"CUST00628","35","Month-to-month","Low","0.15927761743908747","Regular satisfaction survey"
"CUST00629","34","Two year","Low","0.06476423466825411","Regular satisfaction survey"
"CUST00630","65","Two year","Low","0.15922016721763538","Regular satisfaction survey"
"CUST00631","62","Two year","Low","0.05771701666208566","Regular satisfaction survey"
"CUST00632","22","Month-to-month","Low","0.235197404265538","Regular satisfaction survey"
"CUST00633","8","Two year","Medium","0.5321927286824512","Targeted loyalty offer"
"CUST00634","33","One year","Low","0.09068925472147901","Regular satisfaction survey"
"CUST00635","45","Two year","Low","0.02496495012529447","Regular satisfaction survey"
"CUST00636","3","Two year","Low","0.21057026048918193","Regular satisfaction survey"
"CUST00637","29","Two year","Low","0.24372889830799485","Regular satisfaction survey"
"CUST00638","71","Two year","Low","0.02875340481014507","Regular satisfaction survey"
"CUST00639","2","One year","Low","0.2047146382569184","Regular satisfaction survey"
"CUST00640","13","Month-to-month","Low","0.27547563559416743","Regular satisfaction survey"
"CUST00641","59","One year","Low","0.048497034908584216","Regular satisfaction survey"
"CUST00642","44","One year","Low","0.11228120704324751","Regular satisfaction survey"
"CUST00643","33","Month-to-month","Medium","0.6846886755830636","Targeted loyalty offer"
"CUST00644","44","Two year","Low","0.0407117839174953","Regular satisfaction survey"
"CUST00645","60","Month-to-month","Low","0.1358244516386322","Regular satisfaction survey"
"CUST00646","15","Month-to-month","Low","0.20954817278920368","Regular satisfaction survey"
"CUST00647","65","One year","Low","0.3126707696978463","Regular satisfaction survey"
"CUST00648","39","Month-to-month","Low","0.09137969667502611","Regular satisfaction survey"
"CUST00649","16","Two year","Low","0.29398067358686414","Regular satisfaction survey"
"CUST00650","33","One year","Low","0.0440779540312453","Regular satisfaction survey"
"CUST00651","15","Two year","Low","0.39052268248471556","Regular satisfaction survey"
"CUST00652","59","One year","Low","0.06339059874112435","Regular satisfaction survey"
"CUST00653","65","Two year","Low","0.037569222335566685","Regular satisfaction survey"
"CUST00654","65","Month-to-month","Low","0.14352414923318002","Regular satisfaction survey"
"CUST00655","12","Month-to-month","Medium","0.6060789481193162","Targeted loyalty offer"
"CUST00656","55","Month-to-month","Low","0.21871899984721604","Regular satisfaction survey"
"CUST00657","30","Two year","Low","0.07357117293453591","Regular satisfaction survey"
"CUST00658","33","One year","Low","0.25717973059422566","Regular satisfaction survey"
"CUST00659","38","One year","Medium","0.4115673147959769","Targeted loyalty offer"
"CUST00660","66","One year","Low","0.1479592313978513","Regular satisfaction survey"
"CUST00661","7","Month-to-month","Medium","0.5593811493601025","Targeted loyalty offer"
"CUST00662","54","Two year","Low","0.1683621978607117","Regular satisfaction survey"
"CUST00663","26","One year","Low","0.10590586134445884","Regular satisfaction survey"
"CUST00664","52","Two year","Low","0.10658117381873748","Regular satisfaction survey"
